Temperature,Humidity,PM25,PM 10,Lat,Long
40.07,29.9,3.7,15.5,0,0
40.08,29.9,3.7,15.5,0,0
40.08,29.9,3.7,15.5,0,0
40.1,29.9,3.7,15.5,0,0
40.11,29.9,3.7,15.6,0,0
40.12,29.8,3.7,15.6,0,0
40.14,29.8,3.7,15.6,0,0
40.15,29.8,3.7,15.6,0,0
40.15,29.8,3.7,15.6,0,0
40.17,29.8,3.7,15.3,0,0
40.18,29.71,3.7,15.3,0,0
40.18,29.71,3.7,15.3,0,0
40.19,29.71,3.7,15.3,0,0
40.21,29.71,3.6,15.1,0,0
40.21,29.71,3.6,15.1,0,0
40.23,29.71,3.6,15.1,0,0
40.24,29.61,3.6,15.1,0,0
40.26,29.61,3.6,15.1,0,0
40.26,29.61,3.6,15.1,0,0
40.26,29.61,3.6,15.1,0,0
40.29,29.6,3.6,15.1,0,0
40.29,29.6,3.8,15.5,0,0
40.29,29.6,3.8,15.5,0,0
40.3,29.5,3.8,15.5,0,0
40.32,29.5,3.8,15.5,0,0
40.33,29.5,3.7,15.6,0,0
40.33,29.5,3.7,15.6,0,0
40.34,29.5,3.7,15.6,0,0
40.36,29.41,3.7,15.6,0,0
40.38,29.41,3.7,15.6,0,0
40.36,29.41,3.7,15.6,0,0
40.38,29.41,3.7,15.6,0,0
40.4,29.41,3.7,15.6,0,0
40.42,29.41,3.7,15.6,0,0
40.43,29.31,3.7,14.6,0,0
40.43,29.31,3.7,14.6,0,0
40.45,29.31,3.7,14.6,0,0
40.46,29.31,3.7,14.6,0,0
40.46,29.31,3.6,15.4,0,0
40.47,29.31,3.6,15.4,0,0
40.49,29.21,3.6,15.4,0,0
40.5,29.21,3.6,15.4,0,0
40.5,29.21,3.6,15.1,0,0
40.5,29.21,3.6,15.1,0,0
40.53,29.2,3.6,15.1,0,0
40.54,29.1,3.6,15.1,0,0
40.54,29.2,3.6,15.3,0,0
40.56,29.1,3.6,15.3,0,0
40.56,29.1,3.6,15.3,0,0
40.57,29.1,3.6,15.3,0,0
40.59,29.1,3.6,15.3,0,0
40.61,29.1,3.5,15.3,0,0
40.61,29.1,3.5,15.3,0,0
40.61,29,3.5,15.3,0,0
40.62,29,3.5,15.3,0,0
40.64,29,3.5,15.3,0,0
40.65,29,3.5,15.3,0,0
40.66,29,3.5,15.3,0,0
40.68,29,3.5,15.3,0,0
40.66,29,3.5,15.2,0,0
40.68,29,3.5,15.2,0,0
40.69,28.91,3.5,15.2,0,0
40.71,28.91,3.5,15.2,0,0
40.72,28.91,3.5,14.5,0,0
40.72,28.91,3.5,14.5,0,0
40.72,28.91,3.5,14.5,0,0
40.74,28.91,3.5,14.5,0,0
40.75,28.81,3.5,14.9,0,0
40.76,28.81,3.5,14.9,0,0
40.76,28.81,3.5,14.9,0,0
40.8,28.8,3.5,14.9,0,0
40.8,28.8,3.5,14.9,0,0
40.8,28.8,3.5,14.8,0,0
40.81,28.8,3.5,14.8,0,0
40.83,28.8,3.5,14.8,0,0
40.83,28.8,3.5,14.8,0,0
40.84,28.7,3.6,14.7,0,0
40.86,28.7,3.6,14.7,0,0
40.86,28.7,3.6,14.7,0,0
40.86,28.7,3.6,14.7,0,0
40.87,28.7,3.7,14.8,0,0
40.88,28.7,3.7,14.8,0,0
40.9,28.7,3.7,14.8,0,0
40.91,28.7,3.7,14.8,0,0
40.91,28.61,3.7,15,0,0
40.91,28.61,3.7,15,0,0
40.93,28.61,3.7,15,0,0
40.93,28.61,3.7,15,0,0
40.94,28.61,3.7,15.3,0,0
40.96,28.61,3.7,15.3,0,0
40.98,28.61,3.7,15.3,0,0
40.98,28.51,3.7,15.3,0,0
41,28.51,3.7,15.3,0,0
41,28.51,3.6,15.6,0,0
41,28.51,3.6,15.6,0,0
41.02,28.51,3.6,15.6,0,0
41.03,28.51,3.6,15.6,0,0
41.03,28.51,3.6,15.3,0,0
41.05,28.49,3.6,15.3,0,0
41.05,28.49,3.6,15.3,0,0
41.08,28.49,3.6,15.3,0,0
41.08,28.49,3.5,15.5,0,0
41.08,28.4,3.5,15.5,0,0
41.09,28.4,3.5,15.5,0,0
41.09,28.4,3.5,15.5,0,0
41.1,28.4,3.6,15.8,0,0
41.12,28.4,3.6,15.8,0,0
41.12,28.4,3.6,15.8,0,0
41.13,28.4,3.6,15.8,0,0
41.15,28.3,3.6,15.8,0,0
41.15,28.3,3.6,15.8,0,0
41.17,28.3,3.6,15.8,0,0
41.17,28.3,3.6,15.8,0,0
41.17,28.3,3.6,15.8,0,0
41.18,28.3,3.6,15.9,0,0
41.2,28.3,3.6,15.9,0,0
41.2,28.3,3.6,15.9,0,0
41.21,28.2,3.6,15.9,0,0
41.21,28.2,3.6,16.2,0,0
41.22,28.2,3.6,16.2,0,0
41.24,28.2,3.6,16.2,0,0
41.24,28.2,3.6,16.2,0,0
41.25,28.2,3.7,16.7,0,0
41.25,28.2,3.7,16.7,0,0
41.27,28.2,3.7,16.7,0,0
41.27,28.2,3.7,16.7,0,0
41.28,28.2,3.7,16.5,0,0
41.28,28.09,3.7,16.5,0,0
41.31,28.09,3.7,16.5,0,0
41.29,28.09,3.7,16.5,0,0
41.31,28.09,3.7,17.3,0,0
41.31,28.09,3.7,17.3,0,0
41.33,28.09,3.7,17.3,0,0
41.34,28.09,3.7,17.3,0,0
41.36,28,3.7,17.3,0,0
41.36,28,3.8,17.7,0,0
41.36,28,3.8,17.7,0,0
41.37,28,3.8,17.7,0,0
41.37,28,3.8,17.7,0,0
41.39,28,3.8,17.8,0,0
41.39,28,3.8,17.8,0,0
41.4,28,3.8,17.8,0,0
41.41,28,3.8,17.8,0,0
41.41,28,3.8,17.6,0,0
41.41,27.91,3.8,17.6,0,0
41.43,28,3.8,17.6,0,0
41.44,27.91,3.8,17.6,0,0
41.44,27.91,3.7,16.2,0,0
41.44,27.91,3.7,16.2,0,0
41.46,27.91,3.7,16.2,0,0
41.47,27.91,3.7,16.2,0,0
41.49,27.91,3.7,16.2,0,0
41.47,27.91,3.7,16.2,0,0
41.49,27.91,3.7,16.2,0,0
41.52,27.81,3.7,16.2,0,0
41.5,27.81,3.7,16.2,0,0
41.52,27.81,3.7,15.8,0,0
41.54,27.81,3.7,15.8,0,0
41.54,27.81,3.7,15.8,0,0
41.55,27.81,3.7,15.8,0,0
41.55,27.81,3.6,15.9,0,0
41.55,27.81,3.6,15.9,0,0
41.56,27.8,3.6,15.9,0,0
41.56,27.8,3.6,15.9,0,0
41.58,27.7,3.6,15.2,0,0
41.58,27.7,3.6,15.2,0,0
41.59,27.7,3.6,15.2,0,0
41.59,27.7,3.6,15.2,0,0
41.61,27.7,3.5,15.1,0,0
41.62,27.7,3.5,15.1,0,0
41.62,27.7,3.5,15.1,0,0
41.63,27.7,3.5,15.1,0,0
41.62,27.6,3.5,14.9,0,0
41.63,27.7,3.5,14.9,0,0
41.65,27.6,3.5,14.9,0,0
41.65,27.6,3.5,14.9,0,0
41.66,27.6,3.5,14.9,0,0
41.7,27.6,3.5,14.9,0,0
41.68,27.6,3.5,14.9,0,0
41.7,27.6,3.5,14.9,0,0
41.7,27.6,3.5,14.9,0,0
41.71,27.6,3.5,14.7,0,0
41.73,27.6,3.5,14.7,0,0
41.71,27.5,3.5,14.7,0,0
41.73,27.5,3.5,14.7,0,0
41.74,27.5,3.5,15,0,0
41.75,27.5,3.5,15,0,0
41.75,27.5,3.5,15,0,0
41.75,27.5,3.5,15,0,0
41.78,27.5,3.5,15.7,0,0
41.78,27.5,3.5,15.7,0,0
41.78,27.5,3.5,15.7,0,0
41.81,27.4,3.5,15.7,0,0
41.81,27.39,3.5,16.1,0,0
41.82,27.39,3.5,16.1,0,0
41.82,27.39,3.5,16.1,0,0
41.82,27.39,3.5,16.1,0,0
41.85,27.39,3.6,16.7,0,0
41.85,27.39,3.6,16.7,0,0
41.86,27.39,3.6,16.7,0,0
41.86,27.39,3.6,16.7,0,0
41.86,27.39,3.6,16.7,0,0
41.88,27.39,3.5,17.3,0,0
41.9,27.3,3.5,17.3,0,0
41.9,27.3,3.5,17.3,0,0
41.91,27.3,3.5,17.3,0,0
41.9,27.3,3.6,17.8,0,0
41.93,27.3,3.6,17.8,0,0
41.93,27.3,3.6,17.8,0,0
41.94,27.3,3.6,17.8,0,0
41.94,27.2,3.7,18.1,0,0
41.96,27.2,3.7,18.1,0,0
41.96,27.2,3.7,18.1,0,0
41.96,27.2,3.7,18.1,0,0
41.97,27.2,3.7,18.3,0,0
41.98,27.2,3.7,18.3,0,0
41.98,27.2,3.7,18.3,0,0
42,27.2,3.7,18.3,0,0
42.01,27.2,3.7,18,0,0
42,27.2,3.7,18,0,0
42.03,27.11,3.7,18,0,0
42.03,27.2,3.7,18,0,0
42.04,27.11,3.7,18,0,0
42.04,27.11,3.6,17.9,0,0
42.05,27.11,3.6,17.9,0,0
42.05,27.11,3.6,17.9,0,0
42.08,27.11,3.6,17.9,0,0
42.08,27.09,3.7,18.2,0,0
42.08,27.09,3.7,18.2,0,0
42.09,27,3.7,18.2,0,0
42.1,27.09,3.7,18.2,0,0
42.1,27.09,3.7,18.4,0,0
42.12,27,3.7,18.4,0,0
42.12,27,3.7,18.4,0,0
42.12,27,3.7,18.4,0,0
42.13,27,3.7,18.4,0,0
42.15,27,3.7,18.4,0,0
42.15,27,3.7,18.4,0,0
42.16,27,3.7,18.4,0,0
42.17,27,3.7,18.5,0,0
42.19,27,3.7,18.5,0,0
42.17,27,3.7,18.5,0,0
42.19,27,3.7,18.5,0,0
42.2,26.9,3.7,18.5,0,0
42.22,26.9,3.7,18.3,0,0
42.2,26.9,3.7,18.3,0,0
42.22,26.9,3.7,18.3,0,0
42.23,26.9,3.7,18.3,0,0
42.23,26.9,3.7,17.5,0,0
42.23,26.9,3.7,17.5,0,0
42.25,26.9,3.7,17.5,0,0
42.27,26.9,3.7,17.5,0,0
42.27,26.9,3.5,17.2,0,0
42.28,26.9,3.5,17.2,0,0
42.28,26.9,3.5,17.2,0,0
42.29,26.81,3.5,17.2,0,0
42.29,26.81,3.5,16.5,0,0
42.29,26.81,3.5,16.5,0,0
42.31,26.81,3.5,16.5,0,0
42.32,26.81,3.5,16.5,0,0
42.32,26.79,3.4,15.8,0,0
42.32,26.79,3.4,15.8,0,0
42.34,26.79,3.4,15.8,0,0
42.35,26.79,3.4,15.8,0,0
42.34,26.79,3.4,15.8,0,0
42.35,26.79,3.4,15.3,0,0
42.35,26.79,3.4,15.3,0,0
42.37,26.79,3.4,15.3,0,0
42.39,26.79,3.4,15.3,0,0
42.38,26.7,3.4,15.6,0,0
42.39,26.7,3.4,15.6,0,0
42.41,26.7,3.4,15.6,0,0
42.42,26.7,3.4,15.6,0,0
42.42,26.7,3.4,15.5,0,0
42.44,26.7,3.4,15.5,0,0
42.42,26.7,3.4,15.5,0,0
