Temperature,Humidity,PM25,PM 10,Lat,Long
26.37,28.14,0.5,1.5,0,0
26.36,28.14,0.5,1.5,0,0
26.36,28.14,0.5,1.5,0,0
26.36,28.23,0.5,1.5,0,0
26.36,28.14,0.5,1.5,0,0
26.35,28.14,0.5,1.5,0,0
26.36,28.23,0.5,1.5,0,0
26.35,28.14,0.5,1.5,0,0
26.32,28.14,0.5,1.5,0,0
26.35,28.23,0.5,1.5,0,0
26.32,28.25,0.5,1.5,0,0
26.32,28.25,0.6,1.5,0,0
26.32,28.25,0.6,1.5,0,0
26.32,28.25,0.6,1.5,0,0
26.32,28.25,0.6,1.5,0,0
26.31,28.25,0.6,1.5,0,0
26.32,28.25,0.6,1.5,0,0
26.31,28.25,0.6,1.5,0,0
26.31,28.25,0.6,1.5,0,0
26.31,28.25,0.6,1.5,0,0
26.29,28.25,0.6,1.5,0,0
26.31,28.25,0.6,1.5,0,0
26.29,28.25,0.6,1.5,0,0
26.31,28.25,0.6,1.5,0,0
26.29,28.25,0.6,1.5,0,0
26.28,28.25,0.6,1.5,0,0
26.28,28.25,0.6,1.5,0,0
26.28,28.25,0.6,1.5,0,0
26.28,28.25,0.6,1.5,0,0
26.27,28.25,0.6,1.5,0,0
26.28,28.25,0.6,1.5,0,0
26.27,28.25,0.6,1.5,0,0
26.28,28.25,0.5,1.5,0,0
26.28,28.25,0.5,1.5,0,0
26.27,28.25,0.5,1.5,0,0
26.25,28.25,0.5,1.5,0,0
26.27,28.25,0.5,1.5,0,0
26.25,28.25,0.5,1.5,0,0
26.25,28.25,0.5,1.5,0,0
26.25,28.35,0.5,1.5,0,0
26.25,28.25,0.5,1.5,0,0
26.25,28.35,0.6,1.5,0,0
26.24,28.25,0.6,1.5,0,0
26.25,28.35,0.6,1.5,0,0
26.24,28.35,0.6,1.5,0,0
26.22,28.35,0.6,1.5,0,0
26.24,28.35,0.6,1.5,0,0
26.24,28.35,0.6,1.5,0,0
26.22,28.35,0.6,1.5,0,0
26.22,28.35,0.6,1.5,0,0
26.22,28.35,0.6,1.5,0,0
26.21,28.35,0.6,1.5,0,0
26.21,28.35,0.6,1.5,0,0
26.21,28.35,0.6,1.5,0,0
26.21,28.35,0.6,1.5,0,0
26.21,28.35,0.6,1.5,0,0
26.21,28.35,0.6,1.5,0,0
26.2,28.35,0.6,1.5,0,0
26.21,28.35,0.6,1.6,0,0
26.2,28.35,0.6,1.6,0,0
26.2,28.35,0.6,1.6,0,0
26.18,28.35,0.6,1.6,0,0
26.2,28.35,0.7,1.7,0,0
26.2,28.35,0.7,1.7,0,0
26.18,28.35,0.7,1.7,0,0
26.18,28.35,0.7,1.7,0,0
26.2,28.35,0.6,1.7,0,0
26.17,28.35,0.6,1.7,0,0
26.17,28.35,0.6,1.7,0,0
26.17,28.35,0.6,1.7,0,0
26.17,28.35,0.6,1.9,0,0
26.15,28.35,0.6,1.9,0,0
26.15,28.35,0.6,1.9,0,0
26.15,28.35,0.6,1.9,0,0
26.15,28.35,0.6,1.8,0,0
26.15,28.35,0.6,1.8,0,0
26.15,28.35,0.6,1.8,0,0
26.12,28.35,0.6,1.8,0,0
26.15,28.35,0.5,1.5,0,0
26.12,28.45,0.5,1.5,0,0
26.12,28.45,0.5,1.5,0,0
26.11,28.45,0.5,1.5,0,0
26.12,28.45,0.5,1.5,0,0
26.11,28.45,0.6,1.6,0,0
26.11,28.45,0.6,1.6,0,0
26.12,28.45,0.6,1.6,0,0
26.11,28.45,0.6,1.6,0,0
26.11,28.45,0.5,1.4,0,0
26.09,28.45,0.5,1.4,0,0
26.09,28.45,0.5,1.4,0,0
26.09,28.45,0.5,1.4,0,0
26.09,28.46,0.5,1.3,0,0
26.08,28.46,0.5,1.3,0,0
26.08,28.46,0.5,1.3,0,0
26.09,28.46,0.5,1.3,0,0
26.09,28.46,0.5,1.3,0,0
26.08,28.46,0.5,1.3,0,0
26.08,28.46,0.5,1.3,0,0
26.08,28.46,0.5,1.3,0,0
26.06,28.46,0.5,1.4,0,0
26.06,28.46,0.5,1.4,0,0
26.06,28.46,0.5,1.4,0,0
26.06,28.46,0.5,1.4,0,0
26.05,28.46,0.5,1.4,0,0
26.05,28.46,0.5,1.4,0,0
26.04,28.46,0.5,1.4,0,0
26.05,28.46,0.5,1.4,0,0
26.05,28.56,0.5,1.4,0,0
26.04,28.56,0.5,1.1,0,0
26.04,28.56,0.5,1.1,0,0
26.05,28.56,0.5,1.1,0,0
26.04,28.56,0.5,1.1,0,0
26.04,28.56,0.5,1.1,0,0
26.04,28.56,0.5,1.1,0,0
26.04,28.56,0.5,1.1,0,0
26.04,28.56,0.5,1.1,0,0
26.02,28.56,0.5,1.1,0,0
26.02,28.56,0.5,1.1,0,0
26.01,28.56,0.5,1.1,0,0
26.02,28.56,0.5,1.1,0,0
25.99,28.56,0.5,1.1,0,0
26.01,28.56,0.5,1.1,0,0
26.01,28.56,0.5,1.1,0,0
26.01,28.56,0.5,1.1,0,0
26.01,28.56,0.5,1.1,0,0
26.01,28.56,0.4,0.9,0,0
25.99,28.56,0.4,0.9,0,0
25.98,28.56,0.4,0.9,0,0
25.99,28.56,0.4,0.9,0,0
25.98,28.56,0.5,1,0,0
25.98,28.56,0.5,1,0,0
25.99,28.56,0.5,1,0,0
25.98,28.56,0.5,1,0,0
25.98,28.56,0.5,1,0,0
25.98,28.56,0.5,1,0,0
25.98,28.56,0.5,1,0,0
25.98,28.56,0.5,1,0,0
25.97,28.56,0.5,1,0,0
25.97,28.56,0.5,1,0,0
25.97,28.56,0.5,1,0,0
25.98,28.56,0.5,1,0,0
25.97,28.56,0.5,1.4,0,0
25.94,28.66,0.5,1.4,0,0
25.97,28.66,0.5,1.4,0,0
25.94,28.66,0.5,1.4,0,0
25.97,28.66,0.5,1.5,0,0
25.94,28.66,0.5,1.5,0,0
25.93,28.66,0.5,1.5,0,0
25.93,28.66,0.5,1.5,0,0
25.93,28.66,0.5,1.5,0,0
25.93,28.66,0.5,1.5,0,0
25.93,28.66,0.5,1.5,0,0
25.91,28.66,0.5,1.5,0,0
25.91,28.66,0.5,1.5,0,0
25.91,28.66,0.5,1.5,0,0
25.91,28.66,0.5,1.5,0,0
25.91,28.66,0.5,1.5,0,0
25.9,28.66,0.5,1.5,0,0
25.9,28.66,0.5,1.5,0,0
25.91,28.66,0.5,1.5,0,0
25.9,28.66,0.5,1.5,0,0
25.9,28.66,0.5,1.5,0,0
25.9,28.66,0.5,1.5,0,0
25.9,28.66,0.5,1.5,0,0
25.89,28.66,0.5,1.5,0,0
25.9,28.66,0.5,1.5,0,0
25.9,28.66,0.5,1.5,0,0
25.87,28.66,0.5,1.5,0,0
25.89,28.66,0.5,1.5,0,0
25.89,28.66,0.5,1.5,0,0
25.87,28.66,0.5,1.5,0,0
25.89,28.66,0.5,1.5,0,0
25.87,28.66,0.5,1.5,0,0
25.87,28.66,0.5,1.5,0,0
25.87,28.66,0.5,1.5,0,0
25.86,28.66,0.5,1.6,0,0
25.87,28.66,0.5,1.6,0,0
25.87,28.66,0.5,1.6,0,0
25.86,28.76,0.5,1.6,0,0
25.86,28.66,0.5,1.6,0,0
25.86,28.77,0.5,1.6,0,0
25.86,28.76,0.5,1.6,0,0
25.86,28.77,0.5,1.6,0,0
25.84,28.77,0.5,1.5,0,0
25.84,28.77,0.5,1.5,0,0
25.84,28.77,0.5,1.5,0,0
25.83,28.77,0.5,1.5,0,0
25.84,28.77,0.5,1.4,0,0
25.84,28.77,0.5,1.4,0,0
25.83,28.77,0.5,1.4,0,0
25.83,28.77,0.5,1.4,0,0
25.83,28.77,0.5,1.4,0,0
25.83,28.77,0.5,1.4,0,0
25.82,28.77,0.5,1.4,0,0
25.83,28.77,0.5,1.4,0,0
25.82,28.77,0.5,1.4,0,0
25.82,28.77,0.5,1.2,0,0
25.82,28.77,0.5,1.2,0,0
25.82,28.77,0.5,1.2,0,0
25.8,28.77,0.5,1.2,0,0
25.8,28.77,0.5,1.2,0,0
25.8,28.77,0.5,1.2,0,0
25.8,28.77,0.5,1.2,0,0
25.8,28.77,0.5,1.2,0,0
25.8,28.77,0.5,1.2,0,0
25.79,28.77,0.5,1.2,0,0
25.8,28.77,0.5,1.2,0,0
25.79,28.88,0.5,1.2,0,0
25.77,28.77,0.5,1.1,0,0
25.79,28.88,0.5,1.1,0,0
25.79,28.88,0.5,1.1,0,0
25.77,28.88,0.5,1.1,0,0
25.79,28.88,0.5,1.2,0,0
25.77,28.88,0.5,1.2,0,0
25.77,28.88,0.5,1.2,0,0
25.77,28.88,0.5,1.2,0,0
25.77,28.88,0.5,1.2,0,0
25.75,28.88,0.5,1.2,0,0
25.75,28.88,0.5,1.2,0,0
25.77,28.88,0.5,1.2,0,0
25.75,28.88,0.5,1.2,0,0
25.75,28.88,0.5,1.2,0,0
25.75,28.88,0.5,1.2,0,0
25.75,28.88,0.5,1.2,0,0
25.75,28.88,0.5,1.2,0,0
25.74,28.88,0.5,1.1,0,0
25.74,28.88,0.5,1.1,0,0
25.74,28.88,0.5,1.1,0,0
25.74,28.88,0.5,1.1,0,0
25.74,28.88,0.5,1,0,0
25.72,28.88,0.5,1,0,0
25.74,28.88,0.5,1,0,0
25.72,28.88,0.5,1,0,0
25.72,28.88,0.5,1,0,0
25.72,28.88,0.5,1,0,0
25.71,28.88,0.5,1,0,0
25.72,28.88,0.5,1,0,0
25.71,28.88,0.5,1,0,0
25.69,28.88,0.5,1,0,0
25.71,28.88,0.5,1,0,0
25.69,28.88,0.5,1,0,0
25.69,28.88,0.5,1,0,0
25.71,28.88,0.5,1,0,0
25.69,28.88,0.5,1,0,0
25.69,28.88,0.5,1,0,0
25.68,28.88,0.6,1.3,0,0
25.68,28.88,0.6,1.3,0,0
25.69,28.97,0.6,1.3,0,0
25.68,28.88,0.6,1.3,0,0
25.68,28.97,0.6,1.3,0,0
25.67,28.97,0.6,1.3,0,0
25.68,28.88,0.6,1.3,0,0
25.68,28.97,0.6,1.3,0,0
25.68,28.97,0.6,1.3,0,0
25.68,28.97,0.6,1.3,0,0
25.68,28.97,0.6,1.3,0,0
25.67,28.97,0.6,1.3,0,0
25.67,28.97,0.6,1.3,0,0
25.67,28.97,0.6,1.3,0,0
25.67,28.97,0.6,1.3,0,0
25.65,28.97,0.6,1.3,0,0
25.67,28.97,0.6,1.3,0,0
25.65,28.97,0.6,1.4,0,0
25.65,28.97,0.6,1.4,0,0
25.65,28.97,0.6,1.4,0,0
25.64,28.97,0.6,1.4,0,0
25.65,28.97,0.5,0.8,0,0
25.64,28.97,0.5,0.8,0,0
25.64,28.97,0.5,0.8,0,0
25.64,28.97,0.5,0.8,0,0
25.64,28.97,0.5,0.8,0,0
25.64,28.97,0.5,0.8,0,0
25.64,28.97,0.5,0.8,0,0
25.64,28.97,0.5,0.8,0,0
25.62,28.97,0.5,0.8,0,7.6
25.62,28.99,0.6,0.9,51.97,7.6
25.62,29.07,0.6,0.9,51.97,7.6
25.62,28.99,0.6,0.9,51.97,7.6
25.62,28.99,0.6,0.9,51.97,7.6
25.61,28.99,0.5,0.8,51.97,7.6
25.62,28.99,0.5,0.8,51.97,7.6
25.61,29.08,0.5,0.8,51.97,7.6
25.61,29.08,0.5,0.8,51.97,7.6
25.61,29.08,0.5,0.8,51.97,7.6
25.61,29.08,0.5,0.8,51.97,7.6
25.61,29.08,0.5,0.8,51.97,7.6
25.59,29.08,0.5,0.8,51.97,7.6
25.61,29.08,0.5,0.8,51.97,7.6
25.57,29.08,0.5,0.8,51.97,7.6
25.59,29.08,0.5,0.8,51.97,7.6
25.57,29.08,0.5,0.8,51.97,7.6
25.57,29.08,0.5,0.8,51.97,7.6
25.59,29.08,0.5,0.8,51.97,7.6
25.59,29.08,0.5,0.8,51.97,7.6
25.57,29.08,0.5,0.8,51.97,7.6
25.57,29.08,0.5,0.8,51.97,7.6
25.56,29.08,0.5,0.8,51.97,7.6
25.54,29.08,0.5,0.8,51.97,7.6
25.56,29.08,0.5,0.8,51.97,7.6
25.56,29.08,0.4,0.7,51.97,7.6
25.54,29.08,0.4,0.7,51.97,7.6
25.56,29.08,0.4,0.7,51.97,7.6
25.56,29.08,0.4,0.7,51.97,7.6
25.56,29.08,0.4,0.7,51.97,7.6
25.54,29.08,0.4,0.7,51.97,7.6
25.54,29.08,0.4,0.7,51.97,7.6
25.53,29.08,0.4,0.7,51.97,7.6
25.53,29.08,0.4,0.7,51.97,7.6
25.53,29.08,0.4,0.7,51.97,7.6
25.54,29.08,0.4,0.7,51.97,7.6
25.53,29.08,0.4,0.7,51.97,7.6
25.53,29.08,0.4,0.7,51.97,7.6
25.54,29.08,0.4,0.7,51.97,7.6
25.53,29.08,0.4,0.7,51.97,7.6
25.53,29.08,0.4,0.7,51.97,7.6
25.53,29.08,0.4,0.7,51.97,7.6
25.53,29.19,0.4,0.7,51.97,7.6
25.53,29.19,0.4,0.7,51.97,7.6
25.5,29.19,0.4,0.7,51.97,7.6
25.52,29.08,0.4,0.7,51.97,7.6
25.53,29.19,0.4,0.7,51.97,7.6
25.5,29.19,0.4,0.7,51.97,7.6
25.5,29.19,0.4,0.7,51.97,7.6
25.52,29.19,0.4,0.7,51.97,7.6
25.5,29.19,0.4,0.7,51.97,7.6
25.52,29.19,0.4,0.7,51.97,7.6
25.5,29.19,0.4,0.7,51.97,7.6
25.5,29.19,0.4,0.7,51.97,7.6
25.5,29.19,0.4,0.7,51.97,7.6
25.5,29.19,0.4,0.7,51.97,7.6
25.49,29.19,0.4,0.7,51.97,7.6
25.49,29.19,0.4,0.7,51.97,7.6
25.5,29.19,0.4,0.7,51.97,7.6
25.49,29.19,0.4,0.7,51.97,7.6
25.49,29.19,0.4,0.7,51.97,7.6
25.49,29.19,0.4,0.7,51.97,7.6
25.47,29.19,0.4,0.7,51.97,7.6
25.47,29.19,0.3,0.6,51.97,7.6
25.49,29.19,0.3,0.6,51.97,7.6
25.47,29.19,0.3,0.6,51.97,7.6
25.47,29.19,0.3,0.6,51.97,7.6
25.47,29.19,0.3,0.6,51.97,7.6
25.47,29.19,0.3,0.6,51.97,7.6
25.46,29.19,0.3,0.6,51.97,7.6
25.46,29.19,0.3,0.6,51.97,7.6
25.46,29.19,0.4,0.8,51.97,7.6
25.46,29.19,0.4,0.8,51.97,7.6
25.44,29.19,0.4,0.8,51.97,7.6
25.46,29.19,0.4,0.8,51.97,7.6
25.46,29.19,0.4,0.7,51.97,7.6
25.46,29.19,0.4,0.7,51.97,7.6
25.44,29.19,0.4,0.7,51.97,7.6
25.44,29.19,0.4,0.7,51.97,7.6
25.44,29.19,0.4,0.7,51.97,7.6
25.44,29.28,0.4,0.7,51.97,7.6
25.43,29.28,0.4,0.7,51.97,7.6
25.44,29.28,0.4,0.7,51.97,7.6
25.44,29.28,0.4,0.8,51.97,7.6
25.44,29.28,0.4,0.8,51.97,7.6
25.42,29.28,0.4,0.8,51.97,7.6
25.43,29.28,0.4,0.8,51.97,7.6
25.44,29.28,0.4,0.8,51.97,7.6
25.42,29.28,0.4,0.8,51.97,7.6
25.43,29.28,0.4,0.8,51.97,7.6
25.42,29.28,0.4,0.8,51.97,7.6
25.42,29.28,0.4,0.8,51.97,7.6
25.43,29.28,0.4,0.8,51.97,7.6
25.39,29.28,0.4,0.8,51.97,7.6
25.42,29.28,0.4,0.8,51.97,7.6
25.42,29.28,0.4,0.8,51.97,7.6
25.42,29.28,0.4,0.5,51.97,7.6
25.39,29.28,0.4,0.5,51.97,7.6
25.38,29.28,0.4,0.5,51.97,7.6
25.39,29.28,0.4,0.5,51.97,7.6
25.42,29.28,0.4,0.5,51.97,7.6
25.39,29.28,0.4,0.5,51.97,7.6
25.39,29.28,0.4,0.5,51.97,7.6
25.39,29.28,0.4,0.5,51.97,7.6
25.38,29.28,0.4,0.6,51.97,7.6
25.39,29.28,0.4,0.6,51.97,7.6
25.38,29.3,0.4,0.6,51.97,7.6
25.38,29.28,0.4,0.6,51.97,7.6
25.38,29.38,0.4,0.6,51.97,7.6
25.38,29.3,0.4,0.6,51.97,7.6
25.38,29.3,0.4,0.6,51.97,7.6
25.37,29.3,0.4,0.6,51.97,7.6
25.37,29.3,0.4,0.6,51.97,7.6
25.38,29.39,0.4,0.6,51.97,7.6
25.37,29.39,0.4,0.6,51.97,7.6
25.37,29.39,0.4,0.6,51.97,7.6
25.35,29.39,0.4,0.6,51.97,7.6
25.37,29.39,0.4,0.9,51.97,7.6
25.35,29.39,0.4,0.9,51.97,7.6
25.35,29.39,0.4,0.9,51.97,7.6
25.35,29.39,0.4,0.9,51.97,7.6
25.35,29.39,0.4,0.9,51.97,7.6
25.34,29.39,0.4,0.9,51.97,7.6
25.35,29.39,0.4,0.9,51.97,7.6
25.34,29.39,0.4,0.9,51.97,7.6
25.34,29.39,0.4,0.8,51.97,7.6
25.35,29.39,0.4,0.8,51.97,7.6
25.34,29.39,0.4,0.8,51.97,7.6
25.34,29.39,0.4,0.8,51.97,7.6
25.32,29.39,0.4,0.8,51.97,7.6
25.32,29.39,0.4,0.8,51.97,7.6
25.32,29.39,0.4,0.8,51.97,7.6
25.34,29.39,0.4,0.8,51.97,7.6
25.32,29.39,0.4,0.8,51.97,7.6
25.34,29.39,0.4,0.8,51.97,7.6
25.32,29.39,0.4,0.8,51.97,7.6
25.31,29.39,0.4,0.8,51.97,7.6
25.32,29.39,0.4,0.8,51.97,7.6
25.31,29.39,0.4,0.8,51.97,7.6
25.32,29.39,0.4,0.8,51.97,7.6
25.31,29.39,0.4,0.8,51.97,7.6
25.31,29.39,0.4,0.8,51.97,7.6
25.3,29.39,0.4,0.8,51.97,7.6
25.31,29.39,0.4,0.8,51.97,7.6
25.31,29.39,0.4,0.8,51.97,7.6
25.3,29.39,0.4,0.8,51.97,7.6
25.3,29.39,0.4,0.8,51.97,7.6
25.3,29.39,0.4,0.8,51.97,7.6
25.31,29.39,0.4,0.8,51.97,7.6
25.3,29.39,0.4,0.8,51.97,7.6
25.3,29.39,0.4,0.8,51.97,7.6
25.3,29.39,0.4,0.8,51.97,7.6
25.28,29.39,0.4,0.8,51.97,7.6
25.28,29.5,0.4,0.8,51.97,7.6
25.28,29.5,0.4,0.9,51.97,7.6
25.27,29.5,0.4,0.9,51.97,7.6
25.28,29.5,0.4,0.9,51.97,7.6
25.27,29.5,0.4,0.9,51.97,7.6
25.28,29.5,0.4,0.9,51.97,7.6
25.27,29.5,0.4,0.9,51.97,7.6
25.28,29.5,0.4,0.9,51.97,7.6
25.27,29.5,0.4,0.9,51.97,7.6
25.27,29.5,0.4,0.9,51.97,7.6
25.27,29.5,0.4,0.9,51.97,7.6
25.28,29.5,0.4,0.9,51.97,7.6
25.28,29.5,0.4,0.9,51.97,7.6
25.28,29.5,0.4,0.9,51.97,7.6
25.28,29.5,0.4,0.9,51.97,7.6
25.28,29.5,0.4,0.9,51.97,7.6
25.27,29.5,0.4,0.9,51.97,7.6
25.28,29.5,0.4,0.9,51.97,7.6
25.28,29.5,0.4,0.8,51.97,7.6
25.28,29.5,0.4,0.8,51.97,7.6
25.28,29.5,0.4,0.8,51.97,7.6
25.3,29.5,0.4,0.8,51.97,7.6
25.3,29.6,0.4,0.8,51.97,7.6
25.3,29.5,0.4,0.8,51.97,7.6
25.3,29.6,0.4,0.8,51.97,7.6
25.28,29.6,0.4,0.8,51.97,7.6
25.3,29.6,0.4,0.8,51.97,7.6
25.28,29.5,0.4,0.8,51.97,7.6
25.28,29.6,0.4,0.8,51.97,7.6
25.3,29.6,0.4,0.8,51.97,7.6
25.3,29.6,0.4,0.8,51.97,7.6
25.3,29.6,0.4,0.8,51.97,7.6
25.3,29.6,0.4,0.8,51.97,7.6
25.3,29.6,0.4,0.8,51.97,7.6
25.3,29.6,0.5,1.1,51.97,7.6
25.3,29.6,0.5,1.1,51.97,7.6
25.3,29.6,0.5,1.1,51.97,7.6
25.3,29.6,0.5,1.1,51.97,7.6
25.3,29.6,0.5,1.4,51.97,7.6
25.3,29.6,0.5,1.4,51.97,7.6
25.3,29.69,0.5,1.4,51.97,7.6
25.3,29.69,0.5,1.4,51.97,7.6
25.3,29.69,0.5,1.3,51.97,7.6
25.31,29.69,0.5,1.3,51.97,7.6
25.3,29.69,0.5,1.3,51.97,7.6
25.3,29.69,0.5,1.3,51.97,7.6
25.3,29.69,0.5,1.4,51.97,7.6
25.3,29.69,0.5,1.4,51.97,7.6
25.28,29.69,0.5,1.4,51.97,7.6
25.28,29.69,0.5,1.4,51.97,7.6
25.28,29.69,0.5,1.4,51.97,7.6
25.28,29.69,0.5,1.4,51.97,7.6
25.28,29.69,0.5,1.4,51.97,7.6
25.28,29.69,0.5,1.4,51.97,7.6
25.27,29.69,0.5,1.4,51.97,7.6
25.27,29.69,0.5,1.3,51.97,7.6
25.27,29.69,0.5,1.3,51.97,7.6
25.27,29.69,0.5,1.3,51.97,7.6
25.27,29.69,0.5,1.3,51.97,7.6
25.25,29.8,0.5,1.4,51.97,7.6
25.28,29.8,0.5,1.4,51.97,7.6
25.27,29.8,0.5,1.4,51.97,7.6
25.27,29.8,0.5,1.4,51.97,7.6
25.25,29.8,0.5,1.4,51.97,7.6
25.25,29.8,0.5,1.4,51.97,7.6
25.27,29.8,0.5,1.4,51.97,7.6
25.27,29.8,0.5,1.4,51.97,7.6
25.25,29.8,0.7,1.8,51.97,7.6
25.25,29.8,0.7,1.8,51.97,7.6
25.24,29.8,0.7,1.8,51.97,7.6
25.27,29.8,0.7,1.8,51.97,7.6
25.24,29.8,0.7,2.2,51.97,7.6
25.24,29.8,0.7,2.2,51.97,7.6
25.24,29.8,0.7,2.2,51.97,7.6
25.25,29.8,0.7,2.2,51.97,7.6
25.24,29.8,0.7,2.2,51.97,7.6
25.24,29.8,0.8,3.8,51.97,7.6
25.22,29.8,0.8,3.8,51.97,7.6
25.24,29.8,0.8,3.8,51.97,7.6
25.24,29.8,0.8,3.8,51.97,7.6
25.24,29.8,0.8,3.7,51.97,7.6
25.22,29.8,0.8,3.7,51.97,7.6
25.22,29.8,0.8,3.7,51.97,7.6
25.22,29.8,0.8,3.7,51.97,7.6
25.22,29.8,0.8,3.6,51.97,7.6
25.2,29.8,0.8,3.6,51.97,7.6
25.2,29.8,0.8,3.6,51.97,7.6
25.2,29.8,0.8,3.6,51.97,7.6
25.2,29.8,0.8,3.4,51.97,7.6
25.19,29.8,0.8,3.4,51.97,7.6
25.19,29.8,0.8,3.4,51.97,7.6
25.17,29.8,0.8,3.4,51.97,7.6
25.17,29.8,0.9,3.7,51.97,7.6
25.19,29.8,0.9,3.7,51.97,7.6
25.17,29.9,0.9,3.7,51.97,7.6
25.16,29.8,0.9,3.7,51.97,7.6
25.17,29.8,1,4,51.97,7.6
25.17,29.9,1,4,51.97,7.6
25.16,29.8,1,4,51.97,7.6
25.17,29.8,1,4,51.97,7.6
25.16,29.9,1,4,51.97,7.6
25.16,29.9,1,4,51.97,7.6
25.16,29.9,1,4,51.97,7.6
25.16,29.9,1,4,51.97,7.6
25.16,29.9,1,4,51.97,7.6
25.16,29.9,1.1,4.3,51.97,7.6
25.15,29.9,1.1,4.3,51.97,7.6
25.15,29.91,1.1,4.3,51.97,7.6
25.16,29.9,1.1,4.3,51.97,7.6
25.15,29.91,1.1,4.3,51.97,7.6
25.15,29.91,1.1,4.3,51.97,7.6
25.13,29.91,1.1,4.3,51.97,7.6
25.15,29.91,1.1,4.3,51.97,7.6
25.12,29.9,1.1,4.4,51.97,7.6
25.15,29.91,1.1,4.4,51.97,7.6
25.13,29.91,1.1,4.4,51.97,7.6
25.12,29.91,1.1,4.4,51.97,7.6
25.12,29.91,1.1,4.4,51.97,7.6
25.13,29.91,1.1,4.4,51.97,7.6
25.13,29.91,1.1,4.4,51.97,7.6
25.12,29.91,1.1,4.4,51.97,7.6
25.12,29.91,1.1,4.4,51.97,7.6
25.1,29.91,1.1,4.4,51.97,7.6
25.12,29.91,1.1,4.4,51.97,7.6
25.12,29.91,1.1,4.4,51.97,7.6
25.1,29.91,1.1,4.3,51.97,7.6
25.1,29.91,1.1,4.3,51.97,7.6
25.12,29.91,1.1,4.3,51.97,7.6
25.12,29.91,1.1,4.3,51.97,7.6
25.15,29.91,1.1,4.4,51.97,7.6
25.15,30,1.1,4.4,51.97,7.6
25.15,29.99,1.1,4.4,51.97,7.6
25.16,29.99,1.1,4.4,51.97,7.6
25.16,29.99,1.1,4.4,51.97,7.6
25.17,29.99,1.2,4.4,51.97,7.6
25.2,29.99,1.2,4.4,51.97,7.6
25.2,29.99,1.2,4.4,51.97,7.6
25.2,30.09,1.2,4.4,51.97,7.6
25.2,30.09,1.2,4.5,51.97,7.6
25.2,30.09,1.2,4.5,51.97,7.6
25.2,30.09,1.2,4.5,51.97,7.6
25.2,30.09,1.2,4.5,51.97,7.6
25.2,30.09,1.2,4.5,51.97,7.6
25.22,30.09,1.2,4.5,51.97,7.6
25.22,30.19,1.2,4.5,51.97,7.6
25.24,30.19,1.2,4.5,51.97,7.6
25.22,30.19,1.3,5.9,51.97,7.6
25.22,30.19,1.3,5.9,51.97,7.6
25.22,30.19,1.3,5.9,51.97,7.6
25.22,30.19,1.3,5.9,51.97,7.6
25.22,30.29,1.4,6.3,51.97,7.6
25.24,30.29,1.4,6.3,51.97,7.6
25.22,30.29,1.4,6.3,51.97,7.6
25.22,30.29,1.4,6.3,51.97,7.6
25.24,30.29,1.4,6.3,51.97,7.6
25.24,30.29,1.4,6.3,51.97,7.6
25.24,30.29,1.4,6.3,51.97,7.6
25.25,30.29,1.4,6.3,51.97,7.6
25.24,30.29,1.4,6,51.97,7.6
25.24,30.29,1.4,6,51.97,7.6
25.24,30.39,1.4,6,51.97,7.6
25.24,30.39,1.4,6,51.97,7.6
25.24,30.39,1.4,6,51.97,7.6
25.24,30.39,1.5,6,51.97,7.6
25.24,30.39,1.5,6,51.97,7.6
25.24,30.39,1.5,6,51.97,7.6
25.24,30.39,1.5,6,51.97,7.6
25.24,30.39,1.5,6.2,51.97,7.6
25.22,30.39,1.5,6.2,51.97,7.6
25.24,30.39,1.5,6.2,51.97,7.6
25.24,30.39,1.5,6.2,51.97,7.6
25.22,30.39,1.5,6.1,51.97,7.6
25.22,30.39,1.5,6.1,51.97,7.6
25.22,30.39,1.5,6.1,51.97,7.6
25.22,30.39,1.5,6.1,51.97,7.6
25.22,30.49,1.5,6.1,51.97,7.6
25.22,30.49,1.5,6.1,51.97,7.6
25.22,30.49,1.5,6.1,51.97,7.6
25.22,30.49,1.5,6.1,51.97,7.6
25.2,30.49,1.6,6.2,51.97,7.6
25.22,30.49,1.6,6.2,51.97,7.6
25.2,30.49,1.6,6.2,51.97,7.6
25.2,30.49,1.6,6.2,51.97,7.6
25.22,30.49,1.6,6.3,51.97,7.6
25.2,30.49,1.6,6.3,51.97,7.6
25.19,30.49,1.6,6.3,51.97,7.6
25.2,30.49,1.6,6.3,51.97,7.6
25.2,30.49,1.6,6.4,51.97,7.6
25.19,30.49,1.6,6.4,51.97,7.6
25.19,30.49,1.6,6.4,51.97,7.6
25.19,30.49,1.6,6.4,51.97,7.6
25.19,30.49,1.6,6.4,51.97,7.6
25.19,30.49,1.5,6,51.97,7.6
25.19,30.49,1.5,6,51.97,7.6
25.16,30.49,1.5,6,51.97,7.6
25.16,30.49,1.5,6,51.97,7.6
25.16,30.49,1.5,5.8,51.97,7.6
25.17,30.49,1.5,5.8,51.97,7.6
25.16,30.49,1.5,5.8,51.97,7.6
25.16,30.49,1.5,5.8,51.97,7.6
25.16,30.49,1.5,4.2,51.97,7.6
25.16,30.49,1.5,4.2,51.97,7.6
25.16,30.49,1.5,4.2,51.97,7.6
25.16,30.49,1.5,4.2,51.97,7.6
25.15,30.51,1.6,5.3,51.97,7.6
25.15,30.49,1.6,5.3,51.97,7.6
